Entity,Code,Day,people_fully_vaccinated
Israel,ISR,2021-04-01,4811774
Israel,ISR,2021-04-02,4819729
Israel,ISR,2021-04-03,4822598
Israel,ISR,2021-04-04,4845314
Israel,ISR,2021-04-05,4866404
Israel,ISR,2021-04-06,4882746
Israel,ISR,2021-04-07,4897780
Israel,ISR,2021-04-08,4914617
Israel,ISR,2021-04-09,4920673
Israel,ISR,2021-04-10,4924200
Israel,ISR,2021-04-11,4938283
Israel,ISR,2021-04-12,4951388
Israel,ISR,2021-04-13,4956105
Israel,ISR,2021-04-14,4961167
Israel,ISR,2021-04-15,4961541
Israel,ISR,2021-04-16,4967972
Israel,ISR,2021-04-17,4969853
Italy,ITA,2021-01-17,2905
Italy,ITA,2021-01-18,7834
Italy,ITA,2021-01-19,9530
Italy,ITA,2021-01-20,14035
Italy,ITA,2021-01-21,33613
Italy,ITA,2021-01-22,47568
Italy,ITA,2021-01-23,80287
Italy,ITA,2021-01-24,110902
Italy,ITA,2021-01-25,175091
Italy,ITA,2021-01-26,250891
Italy,ITA,2021-01-27,315518
Italy,ITA,2021-01-28,404184
Italy,ITA,2021-01-29,497047
Italy,ITA,2021-01-30,582969
Italy,ITA,2021-01-31,639888
Italy,ITA,2021-02-01,721059
Italy,ITA,2021-02-02,802481
Italy,ITA,2021-02-03,892594
Italy,ITA,2021-02-04,986118
Italy,ITA,2021-02-05,1074855
Italy,ITA,2021-02-06,1136875
Italy,ITA,2021-02-07,1169259
Italy,ITA,2021-02-08,1208711
Italy,ITA,2021-02-09,1240406
Italy,ITA,2021-02-10,1267676
Italy,ITA,2021-02-11,1286714
Italy,ITA,2021-02-12,1301485
Italy,ITA,2021-02-13,1307887
Italy,ITA,2021-02-14,1310289
Italy,ITA,2021-02-15,1315925
Italy,ITA,2021-02-16,1321710
Italy,ITA,2021-02-17,1330755
Italy,ITA,2021-02-18,1338297
Italy,ITA,2021-02-19,1344364
Italy,ITA,2021-02-20,1348380
Italy,ITA,2021-02-21,1350427
Italy,ITA,2021-02-22,1355651
Italy,ITA,2021-02-23,1360792
Italy,ITA,2021-02-24,1368684
Italy,ITA,2021-02-25,1380558
Italy,ITA,2021-02-26,1395192
Italy,ITA,2021-02-27,1406926
Italy,ITA,2021-02-28,1415063
Italy,ITA,2021-03-01,1439394
Italy,ITA,2021-03-02,1469949
Italy,ITA,2021-03-03,1511731
Italy,ITA,2021-03-04,1558772
Italy,ITA,2021-03-05,1610708
Italy,ITA,2021-03-06,1649583
Italy,ITA,2021-03-07,1669608
Italy,ITA,2021-03-08,1716943
Italy,ITA,2021-03-09,1766273
Italy,ITA,2021-03-10,1820959
Italy,ITA,2021-03-11,1880011
Italy,ITA,2021-03-12,1940738
Italy,ITA,2021-03-13,1988980
Italy,ITA,2021-03-14,2022090
Italy,ITA,2021-03-15,2091971
Italy,ITA,2021-03-16,2163707
Italy,ITA,2021-03-17,2244010
Italy,ITA,2021-03-18,2322933
Italy,ITA,2021-03-19,2400967
Italy,ITA,2021-03-20,2462813
Italy,ITA,2021-03-21,2507992
Italy,ITA,2021-03-22,2573124
Italy,ITA,2021-03-23,2643687
Italy,ITA,2021-03-24,2728620
Italy,ITA,2021-03-25,2811172
Italy,ITA,2021-03-26,2888376
Italy,ITA,2021-03-27,2954654
Italy,ITA,2021-03-28,2994895
Italy,ITA,2021-03-29,3060651
Italy,ITA,2021-03-30,3135428
Italy,ITA,2021-03-31,3225246
Italy,ITA,2021-04-01,3314165
Italy,ITA,2021-04-02,3391882
Italy,ITA,2021-04-03,3451616
Italy,ITA,2021-04-04,3471983
Italy,ITA,2021-04-05,3509458
Italy,ITA,2021-04-06,3583530
Italy,ITA,2021-04-07,3668628
Italy,ITA,2021-04-08,3754935
Italy,ITA,2021-04-09,3835307
Italy,ITA,2021-04-10,3903031
Italy,ITA,2021-04-11,3943982
Italy,ITA,2021-04-12,4005041
Italy,ITA,2021-04-13,4070645
Italy,ITA,2021-04-14,4147990
Italy,ITA,2021-04-15,4242718
Italy,ITA,2021-04-16,4336524
Italy,ITA,2021-04-17,4414633
Japan,JPN,2021-03-10,35
Japan,JPN,2021-03-11,443
Japan,JPN,2021-03-12,3348
Japan,JPN,2021-03-15,7877
Japan,JPN,2021-03-16,9347
Japan,JPN,2021-03-17,14289
Japan,JPN,2021-03-18,18289
Japan,JPN,2021-03-19,25381
Japan,JPN,2021-03-22,29129
Japan,JPN,2021-03-23,31756
Japan,JPN,2021-03-24,35079
Japan,JPN,2021-03-25,37450
Japan,JPN,2021-03-26,41204
Japan,JPN,2021-03-29,64958
Japan,JPN,2021-03-30,96785
Japan,JPN,2021-03-31,125580
Japan,JPN,2021-04-01,156797
Japan,JPN,2021-04-02,183357
Japan,JPN,2021-04-05,240246
Japan,JPN,2021-04-06,292508
Japan,JPN,2021-04-07,356679
Japan,JPN,2021-04-08,421221
Japan,JPN,2021-04-09,490819
Japan,JPN,2021-04-13,600995
Japan,JPN,2021-04-14,642422
Japan,JPN,2021-04-15,678405
Jersey,JEY,2021-01-24,3051
Jersey,JEY,2021-01-31,3131
Jersey,JEY,2021-02-07,3178
Jersey,JEY,2021-02-14,3256
Jersey,JEY,2021-02-21,3287
Jersey,JEY,2021-02-28,3320
Jersey,JEY,2021-03-07,3379
Jersey,JEY,2021-03-10,4158
Jersey,JEY,2021-03-14,5621
Jersey,JEY,2021-03-17,6991
Jersey,JEY,2021-03-21,9129
Jersey,JEY,2021-03-24,11484
Jersey,JEY,2021-03-28,14814
Jersey,JEY,2021-03-31,17600
Jersey,JEY,2021-04-04,22779
Jersey,JEY,2021-04-07,23049
Jersey,JEY,2021-04-11,25274
Jordan,JOR,2021-02-22,30000
Jordan,JOR,2021-03-15,48379
Jordan,JOR,2021-03-17,52412
Jordan,JOR,2021-03-21,63370
Jordan,JOR,2021-03-24,68943
Jordan,JOR,2021-03-30,104257
Jordan,JOR,2021-04-07,119621
Jordan,JOR,2021-04-14,122131
Kazakhstan,KAZ,2021-02-24,2137
Kazakhstan,KAZ,2021-03-15,18807
Kazakhstan,KAZ,2021-03-18,19247
Kazakhstan,KAZ,2021-04-10,102909
Kazakhstan,KAZ,2021-04-12,105392
Kuwait,KWT,2021-02-15,38000
Kuwait,KWT,2021-03-08,38000
Latvia,LVA,2021-01-18,571
Latvia,LVA,2021-01-19,1375
Latvia,LVA,2021-01-20,2126
Latvia,LVA,2021-01-21,2139
Latvia,LVA,2021-01-22,2156
Latvia,LVA,2021-01-25,2804
Latvia,LVA,2021-01-26,3622
Latvia,LVA,2021-01-27,4359
Latvia,LVA,2021-01-28,5111
Latvia,LVA,2021-01-29,6021
Latvia,LVA,2021-01-30,6325
Latvia,LVA,2021-01-31,6659
Latvia,LVA,2021-02-01,7833
Latvia,LVA,2021-02-02,9506
Latvia,LVA,2021-02-03,10885
Latvia,LVA,2021-02-04,12248
Latvia,LVA,2021-02-05,13754
Latvia,LVA,2021-02-06,14312
Latvia,LVA,2021-02-07,14435
Latvia,LVA,2021-02-08,14590
Latvia,LVA,2021-02-09,14633
Latvia,LVA,2021-02-10,14830
Latvia,LVA,2021-02-11,15510
Latvia,LVA,2021-02-12,16063
Latvia,LVA,2021-02-13,16240
Latvia,LVA,2021-02-14,16260
Latvia,LVA,2021-02-15,16414
Latvia,LVA,2021-02-16,16490
Latvia,LVA,2021-02-17,16669
Latvia,LVA,2021-02-18,16723
Latvia,LVA,2021-02-19,16779
Latvia,LVA,2021-02-20,16797
Latvia,LVA,2021-02-22,16828
Latvia,LVA,2021-02-23,16857
Latvia,LVA,2021-02-24,16888
Latvia,LVA,2021-02-25,16930
Latvia,LVA,2021-02-26,17018
Latvia,LVA,2021-02-27,17027
Latvia,LVA,2021-02-28,17028
Latvia,LVA,2021-03-01,17255
Latvia,LVA,2021-03-02,17556
Latvia,LVA,2021-03-03,17743
Latvia,LVA,2021-03-04,17860
Latvia,LVA,2021-03-05,17996
Latvia,LVA,2021-03-06,17999
Latvia,LVA,2021-03-07,18002
Latvia,LVA,2021-03-08,18039
Latvia,LVA,2021-03-09,18064
Latvia,LVA,2021-03-10,18094
Latvia,LVA,2021-03-11,18104
Latvia,LVA,2021-03-12,18111
Latvia,LVA,2021-03-13,18112
Latvia,LVA,2021-03-15,18175
Latvia,LVA,2021-03-16,18297
Latvia,LVA,2021-03-17,18402
Latvia,LVA,2021-03-18,18661
Latvia,LVA,2021-03-19,18947
Latvia,LVA,2021-03-22,19175
Latvia,LVA,2021-03-23,19560
Latvia,LVA,2021-03-24,20242
Latvia,LVA,2021-03-25,20916
Latvia,LVA,2021-03-26,21611
Latvia,LVA,2021-03-27,21936
Latvia,LVA,2021-03-29,22330
Latvia,LVA,2021-03-30,23029
Latvia,LVA,2021-03-31,24245
Latvia,LVA,2021-04-01,24961
Latvia,LVA,2021-04-03,25027
Latvia,LVA,2021-04-06,25439
Latvia,LVA,2021-04-07,25910
Latvia,LVA,2021-04-08,26177
Latvia,LVA,2021-04-09,26356
Latvia,LVA,2021-04-10,26426
Latvia,LVA,2021-04-12,26472
Latvia,LVA,2021-04-13,26538
Latvia,LVA,2021-04-14,26777
Latvia,LVA,2021-04-15,27398
Latvia,LVA,2021-04-16,27830
Latvia,LVA,2021-04-17,27917
Lebanon,LBN,2021-03-10,11875
Lebanon,LBN,2021-03-11,15084
Lebanon,LBN,2021-03-12,17711
Lebanon,LBN,2021-03-15,22923
Lebanon,LBN,2021-03-16,29066
Lebanon,LBN,2021-03-17,32671
Lebanon,LBN,2021-03-18,38513
Lebanon,LBN,2021-03-19,42704
Lebanon,LBN,2021-03-20,42752
Lebanon,LBN,2021-03-21,44619
Lebanon,LBN,2021-03-22,50097
Lebanon,LBN,2021-03-23,55655
Lebanon,LBN,2021-03-24,60481
Lebanon,LBN,2021-03-25,65401
Lebanon,LBN,2021-03-26,69055
Lebanon,LBN,2021-03-27,69610
Lebanon,LBN,2021-03-28,71982
Lebanon,LBN,2021-03-29,74905
Lebanon,LBN,2021-03-30,79734
Lebanon,LBN,2021-03-31,82992
Lebanon,LBN,2021-04-01,85571
Lebanon,LBN,2021-04-02,87150
Lebanon,LBN,2021-04-03,87232
Lebanon,LBN,2021-04-04,88195
Lebanon,LBN,2021-04-05,91039
Lebanon,LBN,2021-04-06,94112
Lebanon,LBN,2021-04-07,97989
Lebanon,LBN,2021-04-08,100621
Lebanon,LBN,2021-04-09,101873
Lebanon,LBN,2021-04-10,103016
Lebanon,LBN,2021-04-12,107811
Lebanon,LBN,2021-04-13,112056
Lebanon,LBN,2021-04-14,112057
Lebanon,LBN,2021-04-15,121860
Lebanon,LBN,2021-04-16,122648
Lebanon,LBN,2021-04-17,122657
Liechtenstein,LIE,2021-02-03,5
Liechtenstein,LIE,2021-02-04,5
Liechtenstein,LIE,2021-02-05,5
Liechtenstein,LIE,2021-02-06,5
Liechtenstein,LIE,2021-02-07,5
Liechtenstein,LIE,2021-02-08,110
Liechtenstein,LIE,2021-02-09,184
Liechtenstein,LIE,2021-02-10,235
Liechtenstein,LIE,2021-02-11,300
Liechtenstein,LIE,2021-02-12,330
Liechtenstein,LIE,2021-02-13,330
Liechtenstein,LIE,2021-02-14,330
Liechtenstein,LIE,2021-02-15,404
Liechtenstein,LIE,2021-02-16,448
Liechtenstein,LIE,2021-02-17,448
Liechtenstein,LIE,2021-02-18,448
Liechtenstein,LIE,2021-02-19,448
Liechtenstein,LIE,2021-02-20,448
Liechtenstein,LIE,2021-02-21,448
Liechtenstein,LIE,2021-02-22,448
Liechtenstein,LIE,2021-02-23,448
Liechtenstein,LIE,2021-02-24,448
Liechtenstein,LIE,2021-02-25,630
Liechtenstein,LIE,2021-02-26,820
Liechtenstein,LIE,2021-02-27,820
Liechtenstein,LIE,2021-02-28,820
Liechtenstein,LIE,2021-03-01,820
Liechtenstein,LIE,2021-03-02,820
Liechtenstein,LIE,2021-03-03,820
Liechtenstein,LIE,2021-03-04,820
Liechtenstein,LIE,2021-03-05,820
Liechtenstein,LIE,2021-03-06,820
Liechtenstein,LIE,2021-03-07,820
Liechtenstein,LIE,2021-03-08,820
Liechtenstein,LIE,2021-03-09,821
Liechtenstein,LIE,2021-03-10,821
Liechtenstein,LIE,2021-03-11,821
Liechtenstein,LIE,2021-03-12,821
Liechtenstein,LIE,2021-03-13,821
Liechtenstein,LIE,2021-03-14,821
Liechtenstein,LIE,2021-03-15,821
Liechtenstein,LIE,2021-03-16,1021
Liechtenstein,LIE,2021-03-17,1235
Liechtenstein,LIE,2021-03-18,1354
Liechtenstein,LIE,2021-03-19,1354
Liechtenstein,LIE,2021-03-20,1354
Liechtenstein,LIE,2021-03-21,1354
Liechtenstein,LIE,2021-03-22,1555
Liechtenstein,LIE,2021-03-23,1753
Liechtenstein,LIE,2021-03-24,1753
Liechtenstein,LIE,2021-03-25,1753
Liechtenstein,LIE,2021-03-26,1753
Liechtenstein,LIE,2021-03-27,1753
Liechtenstein,LIE,2021-03-28,1753
Liechtenstein,LIE,2021-03-29,1753
Liechtenstein,LIE,2021-03-30,1762
Liechtenstein,LIE,2021-03-31,1884
Liechtenstein,LIE,2021-04-01,2081
Liechtenstein,LIE,2021-04-02,2285
Liechtenstein,LIE,2021-04-03,2285
Liechtenstein,LIE,2021-04-04,2285
Liechtenstein,LIE,2021-04-05,2285
Liechtenstein,LIE,2021-04-06,2494
Liechtenstein,LIE,2021-04-07,2693
Liechtenstein,LIE,2021-04-08,2930
Liechtenstein,LIE,2021-04-09,2930
Liechtenstein,LIE,2021-04-10,2930
Liechtenstein,LIE,2021-04-11,2930
Liechtenstein,LIE,2021-04-12,2940
Liechtenstein,LIE,2021-04-13,2951
Liechtenstein,LIE,2021-04-14,2970
Lithuania,LTU,2021-01-17,1089
Lithuania,LTU,2021-01-18,2762
Lithuania,LTU,2021-01-19,6676
Lithuania,LTU,2021-01-20,8509
Lithuania,LTU,2021-01-21,9147
Lithuania,LTU,2021-01-22,9217
Lithuania,LTU,2021-01-23,9217
Lithuania,LTU,2021-01-25,9217
Lithuania,LTU,2021-01-26,9847
Lithuania,LTU,2021-01-27,12904
Lithuania,LTU,2021-01-28,16589
Lithuania,LTU,2021-01-29,21654
Lithuania,LTU,2021-01-30,22087
Lithuania,LTU,2021-01-31,22087
Lithuania,LTU,2021-02-01,23918
Lithuania,LTU,2021-02-02,26124
Lithuania,LTU,2021-02-03,31284
Lithuania,LTU,2021-02-04,39588
Lithuania,LTU,2021-02-05,45884
Lithuania,LTU,2021-02-06,46541
Lithuania,LTU,2021-02-07,46636
Lithuania,LTU,2021-02-08,49061
Lithuania,LTU,2021-02-09,50833
Lithuania,LTU,2021-02-10,52464
Lithuania,LTU,2021-02-11,53769
Lithuania,LTU,2021-02-12,54745
Lithuania,LTU,2021-02-13,54745
Lithuania,LTU,2021-02-15,55438
Lithuania,LTU,2021-02-16,55648
Lithuania,LTU,2021-02-17,59523
Lithuania,LTU,2021-02-18,64338
Lithuania,LTU,2021-02-19,67648
Lithuania,LTU,2021-02-20,67710
Lithuania,LTU,2021-02-22,69284
Lithuania,LTU,2021-02-23,70389
Lithuania,LTU,2021-02-24,71312
Lithuania,LTU,2021-02-25,72252
Lithuania,LTU,2021-02-26,73286
Lithuania,LTU,2021-02-27,73317
Lithuania,LTU,2021-02-28,73317
Lithuania,LTU,2021-03-01,73462
Lithuania,LTU,2021-03-02,74059
Lithuania,LTU,2021-03-03,76266
Lithuania,LTU,2021-03-04,81390
Lithuania,LTU,2021-03-05,86011
Lithuania,LTU,2021-03-06,86153
Lithuania,LTU,2021-03-07,86154
Lithuania,LTU,2021-03-08,87115
Lithuania,LTU,2021-03-09,88481
Lithuania,LTU,2021-03-10,91037
Lithuania,LTU,2021-03-11,91713
Lithuania,LTU,2021-03-12,98994
Lithuania,LTU,2021-03-13,99707
Lithuania,LTU,2021-03-14,99707
Lithuania,LTU,2021-03-15,100830
Lithuania,LTU,2021-03-16,105473
Lithuania,LTU,2021-03-17,113301
Lithuania,LTU,2021-03-18,118908
Lithuania,LTU,2021-03-19,124981
Lithuania,LTU,2021-03-20,125232
Lithuania,LTU,2021-03-21,125252
Lithuania,LTU,2021-03-22,126606
Lithuania,LTU,2021-03-23,132277
Lithuania,LTU,2021-03-24,137694
Lithuania,LTU,2021-03-25,144549
Lithuania,LTU,2021-03-26,151171
Lithuania,LTU,2021-03-27,151283
Lithuania,LTU,2021-03-28,151367
Lithuania,LTU,2021-03-29,153407
Lithuania,LTU,2021-03-30,159547
Lithuania,LTU,2021-03-31,166837
Lithuania,LTU,2021-04-01,169530
Lithuania,LTU,2021-04-02,176368
Lithuania,LTU,2021-04-03,176970
Lithuania,LTU,2021-04-04,176972
Lithuania,LTU,2021-04-05,177018
Lithuania,LTU,2021-04-06,179982
Lithuania,LTU,2021-04-07,181055
Lithuania,LTU,2021-04-08,186085
Lithuania,LTU,2021-04-09,189661
Lithuania,LTU,2021-04-10,189846
Lithuania,LTU,2021-04-11,189888
Lithuania,LTU,2021-04-12,190360
Lithuania,LTU,2021-04-13,193221
Lithuania,LTU,2021-04-14,199780
Lithuania,LTU,2021-04-15,204798
Lithuania,LTU,2021-04-16,209391
Lithuania,LTU,2021-04-17,209572
Luxembourg,LUX,2021-01-25,1245
Luxembourg,LUX,2021-01-26,1245
Luxembourg,LUX,2021-01-27,1342
Luxembourg,LUX,2021-01-28,1483
Luxembourg,LUX,2021-01-31,1680
Luxembourg,LUX,2021-02-01,1905
Luxembourg,LUX,2021-02-02,2327
Luxembourg,LUX,2021-02-03,2810
Luxembourg,LUX,2021-02-04,3163
Luxembourg,LUX,2021-02-07,3688
Luxembourg,LUX,2021-02-08,4050
Luxembourg,LUX,2021-02-09,4426
Luxembourg,LUX,2021-02-10,4871
Luxembourg,LUX,2021-02-11,5259
Luxembourg,LUX,2021-02-14,5638
Luxembourg,LUX,2021-02-15,5969
Luxembourg,LUX,2021-02-16,6296
Luxembourg,LUX,2021-02-17,6514
Luxembourg,LUX,2021-02-18,7080
Luxembourg,LUX,2021-02-21,7726
Luxembourg,LUX,2021-02-22,8241
Luxembourg,LUX,2021-02-23,8862
Luxembourg,LUX,2021-02-24,9475
Luxembourg,LUX,2021-02-25,9982
Luxembourg,LUX,2021-02-28,10700
Luxembourg,LUX,2021-03-01,11466
Luxembourg,LUX,2021-03-02,11984
Luxembourg,LUX,2021-03-03,12717
Luxembourg,LUX,2021-03-04,13448
Luxembourg,LUX,2021-03-07,14118
Luxembourg,LUX,2021-03-08,14277
Luxembourg,LUX,2021-03-09,14431
Luxembourg,LUX,2021-03-10,14764
Luxembourg,LUX,2021-03-11,15307
Luxembourg,LUX,2021-03-14,15569
Luxembourg,LUX,2021-03-15,15852
Luxembourg,LUX,2021-03-16,16470
Luxembourg,LUX,2021-03-17,16934
Luxembourg,LUX,2021-03-18,17469
Luxembourg,LUX,2021-03-21,17872
Luxembourg,LUX,2021-03-22,18126
Luxembourg,LUX,2021-03-23,18687
Luxembourg,LUX,2021-03-24,19302
Luxembourg,LUX,2021-03-25,19841
Luxembourg,LUX,2021-03-28,21071
Luxembourg,LUX,2021-03-30,21663
Luxembourg,LUX,2021-03-31,22505
Luxembourg,LUX,2021-04-01,23494
Luxembourg,LUX,2021-04-05,25288
Luxembourg,LUX,2021-04-06,26408
Luxembourg,LUX,2021-04-07,28420
Luxembourg,LUX,2021-04-08,30879
Luxembourg,LUX,2021-04-11,34225
Luxembourg,LUX,2021-04-12,35103
Luxembourg,LUX,2021-04-13,37787
Luxembourg,LUX,2021-04-14,40352
Luxembourg,LUX,2021-04-15,42986
Macao,MAC,2021-04-07,17559
Macao,MAC,2021-04-08,18864
Macao,MAC,2021-04-09,20091
Macao,MAC,2021-04-10,21547
Macao,MAC,2021-04-11,22593
Macao,MAC,2021-04-12,23501
Macao,MAC,2021-04-13,24464
Macao,MAC,2021-04-14,25288
Macao,MAC,2021-04-15,26113
Macao,MAC,2021-04-16,27052
Macao,MAC,2021-04-17,28309
Malaysia,MYS,2021-03-18,792
Malaysia,MYS,2021-03-19,4519
Malaysia,MYS,2021-03-20,10604
Malaysia,MYS,2021-03-21,16368
Malaysia,MYS,2021-03-22,30861
Malaysia,MYS,2021-03-23,52121
Malaysia,MYS,2021-03-24,74289
Malaysia,MYS,2021-03-25,93557
Malaysia,MYS,2021-03-26,104931
Malaysia,MYS,2021-03-27,118013
Malaysia,MYS,2021-03-28,129110
Malaysia,MYS,2021-03-29,159510
Malaysia,MYS,2021-03-30,188385
Malaysia,MYS,2021-03-31,215395
Malaysia,MYS,2021-04-01,241758
Malaysia,MYS,2021-04-02,264584
Malaysia,MYS,2021-04-03,279023
Malaysia,MYS,2021-04-04,287737
Malaysia,MYS,2021-04-05,306803
Malaysia,MYS,2021-04-06,328254
Malaysia,MYS,2021-04-07,346270
Malaysia,MYS,2021-04-08,360971
Malaysia,MYS,2021-04-09,375260
Malaysia,MYS,2021-04-10,385251
Malaysia,MYS,2021-04-11,395891
Malaysia,MYS,2021-04-12,409784
Malaysia,MYS,2021-04-13,417470
Malaysia,MYS,2021-04-14,425164
Malaysia,MYS,2021-04-15,434301
Malaysia,MYS,2021-04-16,438220
Maldives,MDV,2021-04-03,1721
Maldives,MDV,2021-04-04,3737
Maldives,MDV,2021-04-05,5753
Maldives,MDV,2021-04-06,7951
Maldives,MDV,2021-04-07,10569
Maldives,MDV,2021-04-08,14951
Maldives,MDV,2021-04-09,15131
Maldives,MDV,2021-04-10,15294
Maldives,MDV,2021-04-12,25369
Maldives,MDV,2021-04-14,28970
Maldives,MDV,2021-04-15,34531
Maldives,MDV,2021-04-16,35294
Malta,MLT,2021-01-24,1198
Malta,MLT,2021-01-25,1463
Malta,MLT,2021-01-26,1694
Malta,MLT,2021-01-27,2095
Malta,MLT,2021-01-28,2518
Malta,MLT,2021-01-29,2969
Malta,MLT,2021-01-30,3456
Malta,MLT,2021-01-31,3948
Malta,MLT,2021-02-01,4476
Malta,MLT,2021-02-02,4891
Malta,MLT,2021-02-03,5410
Malta,MLT,2021-02-04,6457
Malta,MLT,2021-02-05,7594
Malta,MLT,2021-02-06,8749
Malta,MLT,2021-02-07,9918
Malta,MLT,2021-02-08,11050
Malta,MLT,2021-02-09,12135
Malta,MLT,2021-02-10,12928
Malta,MLT,2021-02-11,13820
Malta,MLT,2021-02-12,14739
Malta,MLT,2021-02-13,15601
Malta,MLT,2021-02-14,16265
Malta,MLT,2021-02-15,17102
Malta,MLT,2021-02-16,17843
Malta,MLT,2021-02-17,18536
Malta,MLT,2021-02-18,19199
Malta,MLT,2021-02-19,19828
Malta,MLT,2021-02-20,20189
Malta,MLT,2021-02-21,20531
Malta,MLT,2021-02-22,21160
Malta,MLT,2021-02-23,21767
Malta,MLT,2021-02-24,22501
Malta,MLT,2021-02-25,23395
Malta,MLT,2021-02-26,25118
Malta,MLT,2021-02-27,26781
Malta,MLT,2021-02-28,28048
Malta,MLT,2021-03-01,29021
Malta,MLT,2021-03-02,29748
Malta,MLT,2021-03-03,30329
Malta,MLT,2021-03-04,31034
Malta,MLT,2021-03-05,31710
Malta,MLT,2021-03-06,32420
Malta,MLT,2021-03-07,32862
Malta,MLT,2021-03-08,34181
Malta,MLT,2021-03-09,35093
Malta,MLT,2021-03-10,36246
Malta,MLT,2021-03-11,37182
Malta,MLT,2021-03-12,38333
Malta,MLT,2021-03-13,39099
Malta,MLT,2021-03-14,39695
Malta,MLT,2021-03-15,40681
Malta,MLT,2021-03-16,40859
Malta,MLT,2021-03-17,41621
Malta,MLT,2021-03-18,42557
Malta,MLT,2021-03-19,43267
Malta,MLT,2021-03-20,43919
Malta,MLT,2021-03-21,44483
Malta,MLT,2021-03-22,45286
Malta,MLT,2021-03-23,46140
Malta,MLT,2021-03-24,47081
Malta,MLT,2021-03-25,48933
Malta,MLT,2021-03-26,50050
Malta,MLT,2021-03-27,50557
Malta,MLT,2021-03-28,51237
Malta,MLT,2021-03-29,52340
Malta,MLT,2021-03-30,53540
Malta,MLT,2021-03-31,54578
Malta,MLT,2021-04-01,55597
Malta,MLT,2021-04-02,57123
Malta,MLT,2021-04-03,58004
Malta,MLT,2021-04-04,59032
Malta,MLT,2021-04-05,60096
Malta,MLT,2021-04-06,61111
Malta,MLT,2021-04-07,63114
Malta,MLT,2021-04-08,65205
Malta,MLT,2021-04-09,67491
Malta,MLT,2021-04-10,69306
Malta,MLT,2021-04-11,71481
Malta,MLT,2021-04-12,74053
Malta,MLT,2021-04-13,76593
Malta,MLT,2021-04-14,78139
Malta,MLT,2021-04-15,80671
Malta,MLT,2021-04-16,82486
Mexico,MEX,2021-01-15,1958
Mexico,MEX,2021-01-16,2221
Mexico,MEX,2021-01-17,3434
Mexico,MEX,2021-01-18,6546
Mexico,MEX,2021-01-19,9609
Mexico,MEX,2021-01-20,11402
Mexico,MEX,2021-01-21,18018
Mexico,MEX,2021-01-22,20083
Mexico,MEX,2021-01-23,22472
Mexico,MEX,2021-01-24,25185
Mexico,MEX,2021-01-25,28715
Mexico,MEX,2021-01-26,31314
Mexico,MEX,2021-01-27,31314
Mexico,MEX,2021-01-28,31314
Mexico,MEX,2021-01-29,31397
Mexico,MEX,2021-01-30,39009
Mexico,MEX,2021-01-31,41842
Mexico,MEX,2021-02-01,43455
Mexico,MEX,2021-02-02,45748
Mexico,MEX,2021-02-03,54162
Mexico,MEX,2021-02-04,60742
Mexico,MEX,2021-02-05,64246
Mexico,MEX,2021-02-06,73100
Mexico,MEX,2021-02-07,75836
Mexico,MEX,2021-02-08,79429
Mexico,MEX,2021-02-09,84218
Mexico,MEX,2021-02-10,84592
Mexico,MEX,2021-02-11,85332
Mexico,MEX,2021-02-12,85887
Mexico,MEX,2021-02-13,86188
Mexico,MEX,2021-02-15,86198
Mexico,MEX,2021-02-16,86198
Mexico,MEX,2021-02-17,99666
Mexico,MEX,2021-02-19,418931
Mexico,MEX,2021-02-20,445418
Mexico,MEX,2021-02-21,453055
Mexico,MEX,2021-02-22,456217
Mexico,MEX,2021-02-23,464302
Mexico,MEX,2021-02-24,475389
Mexico,MEX,2021-02-25,526412
Mexico,MEX,2021-02-26,562311
Mexico,MEX,2021-02-27,565377
Mexico,MEX,2021-02-28,565423
Mexico,MEX,2021-03-01,567338
Mexico,MEX,2021-03-02,570582
Mexico,MEX,2021-03-03,589639
Mexico,MEX,2021-03-05,603134
Mexico,MEX,2021-03-06,603447
Mexico,MEX,2021-03-08,604339
Mexico,MEX,2021-03-09,605801
Mexico,MEX,2021-03-10,606000
Mexico,MEX,2021-03-12,609460
Mexico,MEX,2021-03-13,609874
Mexico,MEX,2021-03-14,609881
Mexico,MEX,2021-03-15,609889
Mexico,MEX,2021-03-17,626881
Mexico,MEX,2021-03-18,646802
Mexico,MEX,2021-03-20,695667
Mexico,MEX,2021-03-21,716768
Mexico,MEX,2021-03-22,734463
Mexico,MEX,2021-03-24,767979
Mexico,MEX,2021-03-25,783790
Mexico,MEX,2021-03-26,811884
Mexico,MEX,2021-03-27,823284
Mexico,MEX,2021-03-29,850939
Mexico,MEX,2021-03-31,945839
Mexico,MEX,2021-04-02,1058315
Mexico,MEX,2021-04-03,1083530
Mexico,MEX,2021-04-04,1111764
Mexico,MEX,2021-04-05,1174175
Mexico,MEX,2021-04-06,1303245
Mexico,MEX,2021-04-07,1472382
Mexico,MEX,2021-04-08,1664658
Mexico,MEX,2021-04-10,1976517
Mexico,MEX,2021-04-11,2069821
Mexico,MEX,2021-04-12,2223846
Mexico,MEX,2021-04-13,2550719
Mexico,MEX,2021-04-14,2632006
Mexico,MEX,2021-04-15,2954683
Mexico,MEX,2021-04-16,3286908
Mexico,MEX,2021-04-17,3681064
Moldova,MDA,2021-04-15,7997
Moldova,MDA,2021-04-16,9476
Monaco,MCO,2021-03-04,7163
Monaco,MCO,2021-03-19,8331
